OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_H76_MOC,MORAN CREEK; 100' UPSTREAM OF JACKSON LAKE,River/Stream,THE STATION IS LOCATED ON THE MOUNT MORAN; WYTETON CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT MORAN CREEK 100 FEET UPSTREAM OF JACKSON LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  DATA WERE COLLECTED BY PETER HAYDEN; A BIOLOGIST FOR THE PARK; DURING THE SUMMERS OF 1976 AND 1977.  DATA ENTERED INTO STORET WERE FROM ORIGINAL DATA SHEETS THAT WERE LOCATED IN THE PARK'S FILES.  NO FORMAL REPORT RELATED TO THIS DATA COULD BE FOUND.  A REMARK CODE OF J WAS USED FOR THE NITRATE DATA TO REFLECT NOTES MADE ON THE ORIGINAL DATA SHEETS THAT THE EQUIPMENT USED FOR THIS ANALYSIS MAY NOT HAVE BEEN CALIBRATED CORRECTLY.  LONGITUDE AND LATITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS IN THE FIELD NOTES.  FOR MORE INFORMATION ABOUT THE PARK CONTACT NATURAL RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICH HENDERSON AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM,17040101,,,,,43.8618333,-110.7538056,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_H76_NMC,NORTH MORAN CR; 1/4 MI UPSTREAM OF JACKSON LK,River/Stream,THE STATION IS LOCATED ON THE COLTER BAY; WYTETON CO. 7.5' SERIES (TOPO.) QUADRANGLE.  THE STATION IS LOCATED AT NORTH MORAN CREEK 1/4 OF A MILE UPSTREAM OF JACKSON LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  DATA WERE COLLECTED BY PETER HAYDEN; A BIOLOGIST FOR THE PARK; DURING THE SUMMERS OF 1976 AND 1977.  DATA ENTERED INTO STORET WERE FROM ORIGINAL DATA SHEETS THAT WERE LOCATED IN THE PARK'S FILES.  NO FORMAL REPORT RELATED TO THIS DATA COULD BE FOUND.  A REMARK CODE OF J WAS USED FOR THE NITRATE DATA TO REFLECT NOTES MADE ON THE ORIGINAL DATA SHEETS THAT THE EQUIPMENT USED FOR THIS ANALYSIS MAY NOT HAVE BEEN CALIBRATED CORRECTLY.  LONGITUDE AND LATITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS IN THE FIELD NOTES.  FOR MORE INFORMATION ABOUT THE PARK CONTACT NATURAL RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICH HENDERSON AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM,17040101,,,,,43.8836111,-110.7241111,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_H76_WC,WATERFALLS CANYON CREEK AT JACKSON LAKE,River/Stream,THE STATION IS LOCATED ON THE COLTER BAY; WYTETON CO. 7.5' SERIES (TOPO.) QUADRANGLE.  THE STATION IS LOCATED AT WATERFALLS CANYON CREEK AS IT DISCHARGES INTO JACKSON LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  DATA WERE COLLECTED BY PETER HAYDEN; A BIOLOGIST FOR THE PARK; DURING THE SUMMERS OF 1976 AND 1977.  DATA ENTERED INTO STORET WERE FROM ORIGINAL DATA SHEETS THAT WERE LOCATED IN THE PARK'S FILES.  NO FORMAL REPORT RELATED TO THIS DATA COULD BE FOUND.  A REMARK CODE OF J WAS USED FOR THE NITRATE DATA TO REFLECT NOTES MADE ON THE ORIGINAL DATA SHEETS THAT THE EQUIPMENT USED FOR THIS ANALYSIS MAY NOT HAVE BEEN CALIBRATED CORRECTLY.  LONGITUDE AND LATITUDE COORDINATES WERE ESTIMATED FROM DESCRIPTIONS IN THE FIELD NOTES.  FOR MORE INFORMATION ABOUT THE PARK CONTACT NATURAL RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICH HENDERSON AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM,17040101,,,,,43.9126389,-110.7084722,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_KR67_ST2,1 MILE DOWNSTREAM FROM DAM,River/Stream,"THE STATION IS LOCATED ON THE MORAN; WYTETON CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE AND IS LOCATED INSIDE GRAND TETON NATIONAL PARK.  THE SITE IS 1 MILE DOWNSTREAM FROM THE JACKSON LAKE DAM. ONLY A SMALL PORTION OF THE CHANNEL WAS SAMPLED BECAUSE THE RIVER WAS ABOUT 80 YARDS WIDE AND UP TO FIVE FEET DEEP.  THE DATA WERE COLLECTED AT THIS SITE BY RICHARD L. KROGER AND PRESENTED IN HIS 1967 M.S. THESIS ""A STUDY OF THE CLASSIFICATION AND ECOLOGY OF THE AQUATIC INVERTEBRATES IN THE SNAKE RIVER; GRAND TETON NATIONAL PARK; WYOMING"" (UNIVERSITY OF WYOMING).  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED BASED ON DESCRIPTIONS GIVEN IN THE BODY OF THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT NATURAL RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO  80521; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",17040101,,,,,43.8613889,-110.5741389,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_KR67_ST3,APPROX. 4 MILES NORTH OF MOOSE; WY,River/Stream,"THE STATION IS LOCATED ON THE MOOSE; WYTETON CO. 7.5 MINUTE SERIES (TOPO.) QUADRANGLE AND IS LOCATED INSIDE GRAND TETON NATIONAL PARK. THE SITE IS APPROXIMATELY 4 MILES UPSTREAM FROM MOOSE; WYOMING. SAMPLES WERE TAKEN FROM A SIDE CHANNEL OF THE SNAKE RIVER.  THE CHANNEL AT THIS POINT WAS APPROXIMATELY 30 YARDS WIDE AND CARRIED ABOUT 10% OF THE RIVER'S WATER.  THE DATA WERE COLLECTED AT THIS SITE BY RICHARD L. KROGER AND PRESENTED IN HIS 1967 M.S. THESIS ""A STUDY OF THE CLASSIFICATION AND ECOLOGY OF THE AQUATIC INVERTEBRATES IN THE SNAKE RIVER; GRAND TETON NATIONAL PARK; WYOMING"" (UNIVERSITY OF WYOMING). LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED BASED ON DESCRIPTIONS GIVEN IN THE BODY OF THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT NATURAL RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",17040101,,,,,43.7021944,-110.6768611,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_KR67_ST4,SOUTH OF BRIDGE AT MOOSE,River/Stream,"THE STATION IS LOCATED ON THE MOOSE; WYTETON CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE AND IS LOCATED INSIDE GRAND TETON NATIONAL PARK.  THE SITE IS LOCATED APPROXIMATELY 1/4 MILE SOUTH OF THE TETON PARK ROAD BRIDGE AT MOOSE; WY AND IS LOCATED AT AN IRRIGATION DIVERSION CHANNEL OFF OF THE SNAKE RIVER.  THE DATA WERE COLLECTED AT THIS SITE BY RICHARD L. KROGER AND PRESENTED IN HIS 1967 M.S. THESIS ""A STUDY OF THE CLASSIFICATION AND ECOLOGY OF THE AQUATIC INVERTEBRATES IN THE SNAKE RIVER; GRAND TETON NATIONAL PARK; WYOMING"" (UNIVERSITY OF WYOMING).  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED BASED ON DESCRIPTIONS GIVEN IN THE BODY OF THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT NATURAL RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80521; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",17040101,,,,,43.6506111,-110.7150833,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_LAC01,Lake Creek at Trail Crossing near Phelps Lake Inlet,River/Stream,Site is just upstream (10 meters) of the footbridge that crosses Lake Creek on the northeast end of the Phelps Lake.  It is the only footbridge that crosses Lake Creek on this side of the lake.,17040103,,,,,43.65222222,-110.80636111,,,,GPS Code (Pseudo Range) Differential,NAD83,6613,ft,,,GPS Code (Pseudo Range) Differential,SEALV,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_LAC02,Lake Creek below the Moose-Wilson Rd Bridge,River/Stream,"Site is a bit nondescript, best method to find site is to navigate with GPS and use photos to aid in location.  Site is really close to the previous site used by the USGS.  Site is downstream of bridge 0.1-0.2 miles.",17040103,,,,,43.62727778,-110.7815,,,,GPS Code (Pseudo Range) Differential,NAD83,6548,ft,,,GPS Code (Pseudo Range) Differential,SEALV,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_LH_LSL,LOWER SWAN LAKE,Lake,"THE STATION IS LOCATED ON THE TWO OCEAN LAKE; WYTETON CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT LOWER SWAN LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA WERE COLLECTED BY LIN HAVINGHURST (COLORADO COLLEGE) AND WERE PUBLISHED IN ""REPORT ON THE ACTIVITIES OF THE JACKSON HOLE RESEARCH STATION; SUMMER 1969.""  THE PURPOSE OF THE STUDY WAS TO EXAMINE WATERFOWL POPULATIONS AT SWAN LAKE.  DATA UPLOADED TO STORET FOR NITRATE/NITRITE AND PHOSPHATE WERE ASSUMED TO BE TOTAL VALUES.  HOWEVER; NO INFORMATION WAS FOUND IN THE REPORT TO CONFIRM THIS.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED BASED ON DESCRIPTIONS GIVEN IN THE REPORT. FOR MORE INFORMATION ABOUT THE PARK CONTACT NATURAL RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",17040101,,,,,43.88475,-110.6249444,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_LH_LTC,LOWER THIRD CREEK; SWAN LAKE OUTLET,River/Stream,"THE STATION IS LOCATED ON THE TWO OCEAN LAKE; WYTETON CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE OUTLET OF SWAN LAKE (LOWER THIRD CREEK) AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA WERE COLLECTED BY LIN HAVINGHURST (COLORADO COLLEGE) AND WERE PUBLISHED IN ""REPORT ON THE ACTIVITIES OF THE JACKSON HOLE RESEARCH STATION; SUMMER 1969.""  THE PURPOSE OF THE STUDY WAS TO EXAMINE WATERFOWL POPULATIONS AT SWAN LAKE.  DATA UPLOADED TO STORET FOR NITRATE/NITRITE AND PHOSPHATE WERE ASSUMED TO BE TOTAL VALUES. HOWEVER; NO INFORMATION WAS FOUND IN THE REPORT TO CONFIRM THIS. LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED BASED ON DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT NATURAL RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",17040101,,,,,43.8838333,-110.6225833,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_LH_SL,JUNCTION OF UPPER AND LOWER SWAN LAKE,Lake,"THE STATION IS LOCATED ON THE COLTER BAY; WYTETON CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE JUNCTION OF UPPER AND LOWER SWAN LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA WERE COLLECTED BY LIN HAVINGHURST (COLORADO COLLEGE) AND WERE PUBLISHED IN ""REPORT ON THE ACTIVITIES OF THE JACKSON HOLE RESEARCH STATION; SUMMER 1969.""  THE PURPOSE OF THE STUDY WAS TO EXAMINE WATERFOWL POPULATIONS AT SWAN LAKE.  DATA UPLOADED TO STORET FOR NITRATE/NITRITE AND PHOSPHATE WERE ASSUMED TO BE TOTAL VALUES. HOWEVER; NO INFORMATION WAS FOUND IN THE REPORT TO CONFIRM THIS. LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED BASED ON DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT NATURAL RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",17040101,,,,,43.8864444,-110.6279444,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_LH_UMSL,MIDDLE OF UPPER SWAN LAKE,Lake,"THE STATION IS LOCATED ON THE COLTER BAY; WYTETON CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE MIDDLE OF UPPER SWAN LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA WERE COLLECTED BY LIN HAVINGHURST (COLORADO COLLEGE) AND WERE PUBLISHED IN ""REPORT ON THE ACTIVITIES OF THE JACKSON HOLE RESEARCH STATION; SUMMER 1969.""  THE PURPOSE OF THE STUDY WAS TO EXAMINE WATERFOWL POPULATIONS AT SWAN LAKE.  DATA UPLOADED TO STORET FOR NITRATE/NITRITE AND PHOSPHATE WERE ASSUMED TO BE TOTAL VALUES.  HOWEVER; NO INFORMATION WAS FOUND IN THE REPORT TO CONFIRM THIS.  LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED BASED ON DESCRIPTIONS GIVEN IN THE REPORT. FOR MORE INFORMATION ABOUT THE PARK CONTACT NATURAL RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",17040101,,,,,43.8904722,-110.6331944,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_LH_UTC,UPPER THIRD CREEK; SWAN LAKE INLET,River/Stream,"THE STATION IS LOCATED ON THE COLTER BAY; WYTETON CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE INLET TO SWAN LAKE (UPPER THIRD CREEK) AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA WERE COLLECTED BY LIN HAVINGHURST (COLORADO COLLEGE) AND WERE PUBLISHED IN ""REPORT ON THE ACTIVITIES OF THE JACKSON HOLE RESEARCH STATION; SUMMER 1969.""  THE PURPOSE OF THE STUDY WAS TO EXAMINE WATERFOWL POPULATIONS AT SWAN LAKE.  DATA UPLOADED TO STORET FOR NITRATE/NITRITE AND PHOSPHATE WERE ASSUMED TO BE TOTAL VALUES. HOWEVER; NO INFORMATION WAS FOUND IN THE REPORT TO CONFIRM THIS. LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED BASED ON DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT NATURAL RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",17040101,,,,,43.88825,-110.6298611,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_LH_UUSL,NORTHWESTERN UPPER SWAN LAKE,Lake,"THE STATION IS LOCATED ON THE COLTER BAY; WYTETON CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE STATION IS LOCATED AT THE NORTHWESTERN END OF UPPER SWAN LAKE AND IS WITHIN GRAND TETON NATIONAL PARK.  THE DATA WERE COLLECTED BY LIN HAVINGHURST (COLORADO COLLEGE) AND WERE PUBLISHED IN ""REPORT ON THE ACTIVITIES OF THE JACKSON HOLE RESEARCH STATION; SUMMER 1969.""  THE PURPOSE OF THE STUDY WAS TO EXAMINE WATERFOWL POPULATIONS AT SWAN LAKE.  DATA UPLOADED TO STORET FOR NITRATE/NITRITE AND PHOSPHATE WERE ASSUMED TO BE TOTAL VALUES. HOWEVER; NO INFORMATION WAS FOUND IN THE REPORT TO CONFIRM THIS. LATITUDE AND LONGITUDE COORDINATES WERE ESTIMATED BASED ON DESCRIPTIONS GIVEN IN THE REPORT.  FOR MORE INFORMATION ABOUT THE PARK CONTACT NATURAL RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE; WY 83012; TEL. (307)7393300.  DATA WERE PROCESSED AND UPLOADED TO STORET BY RICHARD HENDERSON AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS; CO 80525; TEL. (970)2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",17040101,,,,,43.8943611,-110.6361944,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_NPS_AKR,AK RANCH WETLAND,Wetland Lacustrine-Emergent,"THE STATION IS LOCATED ON THE COLTER BAY WYOMINGTETON COUNTY 7.5 MINUTE SERIES (TOPO.) QUADRANGLE.  AK RANCH WETLAND IS A FRESHWATER WETLAND AND IS LOCATED INSIDE THE GRAND TETON NATIONAL PARK BOUNDARY. DATA ARE FROM THE REPORT; ""ASSESSING ECOSYSTEM INTEGRITY THROUGH ENERGY FLOW IN WETLANDS OF GRAND TETON AND YELLOWSTONE NATIONAL PARKS"" BY WALTER DUFFY (1995).  THE GOAL OF THE REPORT IS ""TO EVALUATE ENERGY FLOW AND FLUX THROUGH WETLAND AQUATIC INVERTEBRATE COMMUNITIES."" FOR PARK INFORMATION CONTACT THE CHIEF OF RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE WY 83012 (TEL. 3077393300). DATA WERE PROCESSED AND UPLOADED TO STORET BY LISA DUMMER; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS CO 80525 (TEL. 9702253516).***     Legacy STORET Station Type: /TYPA/AMBNT/FWTLND",17040101,,,,,43.9311111,-110.6377778,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_NPS_HED,HEDRICK WETLAND,Wetland Lacustrine-Emergent,"THE STATION IS LOCATED ON THE MORAN WYOMINGTETON COUNTY 7.5 MINUTE SERIES (TOPO.) QUADRANGLE.  HEDRICK WETLAND IS A FRESHWATER WETLAND AND IS LOCATED INSIDE THE GRAND TETON NATIONAL PARK BOUNDARY. DATA ARE FROM THE REPORT; ""ASSESSING ECOSYSTEM INTEGRITY THROUGH ENERGY FLOW IN WETLANDS OF GRAND TETON AND YELLOWSTONE NATIONAL PARKS"" BY WALTER DUFFY (1995).  THE GOAL OF THE REPORT IS ""TO EVALUATE ENERGY FLOW AND FLUX THROUGH WETLAND AQUATIC INVERTEBRATE COMMUNITIES."" FOR PARK INFORMATION CONTACT THE CHIEF OF RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE WY 83012 (TEL. 3077393300). DATA WERE PROCESSED AND UPLOADED TO STORET BY LISA DUMMER; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS CO 80525 (TEL. 9702253516).***     Legacy STORET Station Type: /TYPA/AMBNT/FWTLND",17040101,,,,,43.7560833,-110.5939167,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_NPS_LOZI,LOZIER WETLAND,Wetland Riverine-Emergent,"THE STATION IS LOCATED ON THE MORAN WYOMINGTETON COUNTY 7.5 MINUTE SERIES (TOPO.) QUADRANGLE.  LOZIER WETLAND IS A FRESHWATER WETLAND AND IS LOCATED INSIDE THE GRAND TETON NATIONAL PARK BOUNDARY. DATA ARE FROM THE REPORT; ""ASSESSING ECOSYSTEM INTEGRITY THROUGH ENERGY FLOW IN WETLANDS OF GRAND TETON AND YELLOWSTONE NATIONAL PARKS"" BY WALTER DUFFY (1995).  THE GOAL OF THE REPORT IS ""TO EVALUATE ENERGY FLOW AND FLUX THROUGH WETLAND AQUATIC INVERTEBRATE COMMUNITIES."" FOR PARK INFORMATION CONTACT THE CHIEF OF RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE WY 83012 (TEL. 3077393300). DATA WERE PROCESSED AND UPLOADED TO STORET BY LISA DUMMER; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS CO 80525 (TEL. 9702253516).***     Legacy STORET Station Type: /TYPA/AMBNT/FWTLND",17040101,,,,,43.8600278,-110.5320278,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-GRTE_NPS_MOOS,MOOSE WETLAND,Wetland Lacustrine-Emergent,"THE STATION IS LOCATED ON THE WHETSTONE MOUNTAIN WYOMINGTETON COUNTY 7.5 MINUTE SERIES (TOPO.) QUADRANGLE.  MOOSE WETLAND IS A FRESHWATER WETLAND AND IS LOCATED INSIDE THE GRAND TETON NATIONAL PARK BOUNDARY. DATA ARE FROM THE REPORT; ""ASSESSING ECOSYSTEM INTEGRITY THROUGH ENERGY FLOW IN WETLANDS OF GRAND TETON AND YELLOWSTONE NATIONAL PARKS"" BY WALTER DUFFY (1995).  THE GOAL OF THE REPORT IS ""TO EVALUATE ENERGY FLOW AND FLUX THROUGH WETLAND AQUATIC INVERTEBRATE COMMUNITIES."" FOR PARK INFORMATION CONTACT THE CHIEF OF RESOURCES AT GRAND TETON NATIONAL PARK; P.O. DRAWER 170; MOOSE WY 83012 (TEL. 3077393300). DATA WERE PROCESSED AND UPLOADED TO STORET BY LISA DUMMER; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS CO 80525 (TEL. 9702253516).***     Legacy STORET Station Type: /TYPA/AMBNT/FWTLND",17040101,,,,,43.8868889,-110.4976389,0,,,Unknown,NAD27,,,,,,,US,56,039,,,,,,,,,STORET
