OrganizationFormalName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,CharacteristicName,MonitoringLocationIdentifier,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultMeasureValue,ResultMeasure.MeasureUnitCode,ResultSampleFractionText,ResultAnalyticalMethod.MethodName,MethodDescriptionText,ProviderName,siteTimes
Bureau of Reclamation,2015-05-27,11:14:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,12.3,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:14:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.53,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-08-11,12:40:00,MDT,pH,1119USBR_WQX-JAC101,Grab,Water Bottle,6.9,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-08-11_break_1119USBR_WQX-JAC101
National Park Service Water Resources Division,2015-08-25,06:30:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,23.4,mg/l,Total,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-08-25_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-07-28,10:40:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.51,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-29,09:45:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.5,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-08-11,11:26:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,11.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-05-27,11:18:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,10.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,08:52:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,19.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,08:52:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.32,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-10-08,07:35:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR02,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,23.7,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-10-08_break_11NPSWRD_WQX-GRTE_SNR02
National Park Service Water Resources Division,2015-10-08,07:35:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR02,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,21.1,mg/l,Total,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-10-08_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2015-06-30,09:09:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.3,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-08-24,13:35:00,MDT,pH,11NPSWRD_WQX-GRTE_SNR02,,,8.73,None,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-08-24_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2015-08-11,11:15:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,6.9,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-08-11,11:15:00,MDT,Calcium,1119USBR_WQX-JAC001,Grab,Water Bottle,14.7,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-30,09:11:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,7.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,10:30:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,6.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-28,10:30:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.56,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-28,09:36:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,16.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:36:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.89,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:38:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.87,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:38:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,13.9,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:20:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,9.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-08-25,06:30:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,21.5,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-08-25_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-05-27,11:23:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.99,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-08-11,12:40:00,MDT,Calcium,1119USBR_WQX-JAC101,Grab,Water Bottle,14.8,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-08-11_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2015-07-28,09:35:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.89,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:38:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.91,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,09:02:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.3,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-08-11,11:19:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,8.38,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-05-27,11:33:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,5.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:21:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,9.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-08-11,11:20:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,16.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-08-11_break_1119USBR_WQX-JAC001
National Park Service Water Resources Division,2015-05-13,16:00:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,10.9,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-05-13_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-08-11,11:24:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,8.21,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-28,10:28:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,7.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-28,10:34:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,6.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-28,10:40:00,MDT,Calcium,1119USBR_WQX-JAC001,Grab,Water Bottle,15.0,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-30,08:49:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,21.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:33:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,17.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-10-08,09:35:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,20.6,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-10-08_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-06-30,08:53:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.01,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,10:28:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.61,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-30,08:46:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,21.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-08-11,11:32:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,6.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-29,09:16:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,18.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,11:40:00,MDT,temperature,1119USBR_WQX-JAC101,Grab,Water Bottle,16.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2015-05-27,11:10:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.2,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:10:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,44.3,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:35:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,16.9,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-11-09,13:00:00,MST,Calcium,11NPSWRD_WQX-GRTE_SNR02,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,26.8,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-11-09_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2015-07-29,09:24:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,18.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:24:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.56,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,08:55:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.93,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-10-08,09:35:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,20.0,mg/l,Total,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-10-08_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-06-17,11:13:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,5.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-29,09:16:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.6,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-08-11,11:22:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,8.28,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-08-11,11:22:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,16.2,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-30,09:06:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.58,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-11-10,07:30:00,MST,pH,11NPSWRD_WQX-GRTE_SNR01,,,7.95,None,Total,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,STORET,2015-11-10_break_11NPSWRD_WQX-GRTE_SNR01
National Park Service Water Resources Division,2015-04-14,12:00:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,17.5,mg/l,Total,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-04-14_break_11NPSWRD_WQX-GRTE_SNR01
National Park Service Water Resources Division,2015-04-14,12:00:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,17.5,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-04-14_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-08-11,12:40:00,MDT,temperature,1119USBR_WQX-JAC101,Grab,Water Bottle,18.1,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-08-11_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2015-08-11,12:40:00,MDT,pH,1119USBR_WQX-JAC101,Grab,Water Bottle,8.39,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-08-11_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2015-06-30,08:53:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,15.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-17,12:30:00,MDT,Calcium,1119USBR_WQX-JAC101,Grab,Water Bottle,14.4,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-06-17_break_1119USBR_WQX-JAC101
Bureau of Reclamation,2015-07-29,09:15:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.64,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:15:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,18.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:20:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.56,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,10:15:00,MDT,Calcium,1119USBR_WQX-JAC001,Grab,Water Bottle,15.1,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-07-28_break_1119USBR_WQX-JAC001
National Park Service Water Resources Division,2015-07-09,06:40:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,18.9,mg/l,Total,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-07-09_break_11NPSWRD_WQX-GRTE_SNR01
National Park Service Water Resources Division,2015-07-09,06:40:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,19.7,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-07-09_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-07-28,09:48:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,13.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:48:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.76,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-04-14,09:30:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR02,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,23.8,mg/l,Dissolved,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-04-14_break_11NPSWRD_WQX-GRTE_SNR02
Bureau of Reclamation,2015-06-30,08:54:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,15.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:31:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,17.9,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:49:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,12.3,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:49:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.65,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-17,11:13:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.32,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-28,09:40:00,MDT,Calcium,1119USBR_WQX-PAL008,Grab,Water Bottle,40.0,mg/l,Dissolved,Calcium by FLAA,https://www.nemi.gov/methods/method_summary/5280/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:20:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.2,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,08:51:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,20.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:35:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.09,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:28:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,16.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,09:23:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.07,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-08-11,11:36:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.52,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-29,11:45:00,MDT,temperature,1119USBR_WQX-PAL101,Grab,Water Bottle,15.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL101
National Park Service Water Resources Division,2015-06-24,06:55:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,18.5,mg/l,Total,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-06-24_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-07-28,10:36:00,MDT,temperature,1119USBR_WQX-JAC001,Grab,Water Bottle,5.8,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-30,08:55:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,14.7,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-28,10:15:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,6.8,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-07-28_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-30,09:11:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.27,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:35:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,15.4,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-07-29,09:25:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,17.5,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-05-27,11:19:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.2,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-05-27_break_1119USBR_WQX-PAL008
National Park Service Water Resources Division,2015-05-13,16:00:00,MDT,Calcium,11NPSWRD_WQX-GRTE_SNR01,Depth integrated sample with DH81 isokinetic sampler,Water Bottle,11.6,mg/l,Total,200.7 W  ~ Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,STORET,2015-05-13_break_11NPSWRD_WQX-GRTE_SNR01
Bureau of Reclamation,2015-06-17,11:15:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,6.6,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-06-30,08:49:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,8.35,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,08:59:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,13.0,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-08-11,11:17:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,8.41,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-08-11_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-05-27,11:26:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,6.6,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-05-27_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-30,08:54:00,MDT,pH,1119USBR_WQX-PAL008,Grab,Water Bottle,7.91,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-30_break_1119USBR_WQX-PAL008
Bureau of Reclamation,2015-06-17,10:56:00,MDT,pH,1119USBR_WQX-JAC001,Grab,Water Bottle,7.72,None,Dissolved,pH,https://www.nemi.gov/methods/method_summary/4685/,STORET,2015-06-17_break_1119USBR_WQX-JAC001
Bureau of Reclamation,2015-07-29,09:26:00,MDT,temperature,1119USBR_WQX-PAL008,Grab,Water Bottle,16.9,deg C,Dissolved,Temperature of Water by Thermometer,,STORET,2015-07-29_break_1119USBR_WQX-PAL008
